subject,event_trial_index,behavior_trial_index,stimulus,stimulus_key,event_label,onset_samples,end_samples,onset_seconds,end_seconds,duration_seconds,sampling_frequency_hz,recording_duration_seconds,match_status,validation_issues,eeg_set_path,eeg_fdt_path,events_path,behavior_path,valence,arousal,dominance,liking,familiarity,relevance,emotionCateg,Quadrant,FivePointScale,MouseClick
sub-mit107,10.0,,15,15,15_10,280951.156653,296077.65628,1123.804626612,1184.31062512,60.50599850799995,250.0,1358.044,event_only,missing_behavior_row,sub-mit107/eeg/sub-mit107_task-Emotion_eeg.set,sub-mit107/eeg/sub-mit107_task-Emotion_eeg.fdt,sub-mit107/eeg/sub-mit107_task-emotion_events.tsv,,,,,,,,,,,
sub-mit107,11.0,,4,4,4_11,307142.404653,322266.404796,1228.569618612,1289.0656191839998,60.49600057199973,250.0,1358.044,event_only,missing_behavior_row,sub-mit107/eeg/sub-mit107_task-Emotion_eeg.set,sub-mit107/eeg/sub-mit107_task-Emotion_eeg.fdt,sub-mit107/eeg/sub-mit107_task-emotion_events.tsv,,,,,,,,,,,
sub-mit108,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,87842.500303,102966.998331,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit108/eeg/sub-mit108_task-emotion_events.tsv,sub-mit108/beh/sub-mit108_task-Emotion_beh.tsv,6.99,5.56,6.2,4.0,4.0,3.34,{},,,
sub-mit108,2.0,2.0,9.m4v,9,9_2,110769.749712,125894.499198,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit108/eeg/sub-mit108_task-emotion_events.tsv,sub-mit108/beh/sub-mit108_task-Emotion_beh.tsv,2.13,5.87,2.9,4.0,4.0,2.01,{},,,
sub-mit108,3.0,3.0,17.mp4,17,17_3,133308.500424,148432.998452,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit108/eeg/sub-mit108_task-emotion_events.tsv,sub-mit108/beh/sub-mit108_task-Emotion_beh.tsv,1.18,8.03,1.78,2.0,4.0,2.04,{},,,
sub-mit108,4.0,4.0,27.mp4,27,27_4,155407.998338,170532.750338,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit108/eeg/sub-mit108_task-emotion_events.tsv,sub-mit108/beh/sub-mit108_task-Emotion_beh.tsv,1.99,1.78,2.99,2.0,4.0,2.03,{},,,
sub-mit108,5.0,5.0,15.mp4,15,15_5,187830.750458,202955.248486,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit108/eeg/sub-mit108_task-emotion_events.tsv,sub-mit108/beh/sub-mit108_task-Emotion_beh.tsv,2.01,6.1,2.57,2.0,4.0,3.72,"{'1': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '0': [u'', u'Tense: Become tense, typically through anxiety or nervousness', u'', u'', '']}",HVHA,"['not at all', 'not at all']","[22.43853998184204, 39.00497078895569]"
sub-mit108,6.0,6.0,neutral_2.mp4,neutral_2,neutral_2_6,227721.499186,242845.999729,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit108/eeg/sub-mit108_task-emotion_events.tsv,sub-mit108/beh/sub-mit108_task-Emotion_beh.tsv,3.92,3.92,4.13,2.0,2.0,1.97,{},,,
sub-mit108,7.0,7.0,12.m4v,12,12_7,247317.749262,262442.498747,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit108/eeg/sub-mit108_task-emotion_events.tsv,sub-mit108/beh/sub-mit108_task-Emotion_beh.tsv,7.03,6.97,6.89,4.0,4.0,3.65,"{'0': [u'Delighted: Feeling or showing great pleasure', u'', u'', u'', '']}",HVHA,['not at all'],[26.55000591278076]
sub-mit108,8.0,8.0,7.mp4,7,7_8,270453.99975,285578.749236,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit108/eeg/sub-mit108_task-emotion_events.tsv,sub-mit108/beh/sub-mit108_task-Emotion_beh.tsv,2.03,5.83,2.42,2.0,2.0,2.08,"{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'', u'Dissatisfied: Not content or happy with something.', u'', '']}",HVHA,"['not at all', 'not at all']","[46.31881308555603, 54.643380880355835]"
sub-mit108,9.0,9.0,1.mp4,1,1_9,304259.750806,319384.500291,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit108/eeg/sub-mit108_task-emotion_events.tsv,sub-mit108/beh/sub-mit108_task-Emotion_beh.tsv,2.22,5.81,2.32,2.0,2.0,2.28,"{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', '']}",HVHA,"['quit a bit', 'very much']","[14.537717819213867, 47.720927000045776]"
sub-mit108,10.0,10.0,4.mp4,4,4_10,335792.000312,350916.749798,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt,,,sub-mit108/eeg/sub-mit108_task-emotion_events.tsv,sub-mit108/beh/sub-mit108_task-Emotion_beh.tsv,2.2,2.86,2.2,2.0,2.0,1.99,"{'0': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', '']}",HVHA,['very much'],[42.479833126068115]
sub-mit108,11.0,11.0,24.mp4,24,24_11,359851.998556,,,,,,,matched,missing_sampling_frequency;missing_eeg_set;missing_eeg_fdt;missing_valence_event,,,sub-mit108/eeg/sub-mit108_task-emotion_events.tsv,sub-mit108/beh/sub-mit108_task-Emotion_beh.tsv,2.11,3.21,2.74,2.0,2.0,1.94,"{'0': [u'', u'', u'Melancholic: Feeling or expressing pensive sadness', u'', '']}",HVHA,['very much'],[58.36109018325806]
sub-mit111,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,38061.685022,53186.185565,152.246740088,212.74474226,60.498002172000014,250.0,1459.652,matched,,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.set,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.fdt,sub-mit111/eeg/sub-mit111_task-emotion_events.tsv,sub-mit111/beh/sub-mit111_task-Emotion_beh.tsv,8.05,6.0,4.98,4.0,3.0,2.99,{},,,
sub-mit111,2.0,2.0,5.mp4,5,5_2,64170.434978,79299.185146,256.681739912,317.196740584,60.515000671999985,250.0,1459.652,matched,,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.set,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.fdt,sub-mit111/eeg/sub-mit111_task-emotion_events.tsv,sub-mit111/beh/sub-mit111_task-Emotion_beh.tsv,2.03,4.02,5.96,1.0,3.0,3.02,{},,,
sub-mit111,3.0,3.0,24.mp4,24,24_3,87700.185645,102828.684356,350.80074258,411.314737424,60.51399484399997,250.0,1459.652,matched,,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.set,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.fdt,sub-mit111/eeg/sub-mit111_task-emotion_events.tsv,sub-mit111/beh/sub-mit111_task-Emotion_beh.tsv,1.12,1.78,4.92,1.0,3.0,1.37,{},,,
sub-mit111,4.0,4.0,12.m4v,12,12_4,120878.684521,136007.185746,483.514738084,544.028742984,60.51400490000003,250.0,1459.652,matched,,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.set,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.fdt,sub-mit111/eeg/sub-mit111_task-emotion_events.tsv,sub-mit111/beh/sub-mit111_task-Emotion_beh.tsv,8.88,8.92,4.98,5.0,5.0,4.62,"{'1': [u'Delighted: Feeling or showing great pleasure', u'', u'', u'', ''], '0': [u'Joyous: Full of happiness and joy', u'', u'', u'', ''], '2': [u'Happy: Feeling or showing pleasure or contentment', u'', u'', u'', '']}",HVHA,"['very much', 'quit a bit', 'very much']","[11.836191892623901, 24.773504972457886, 56.05767607688904]"
sub-mit111,5.0,5.0,neutral_2.mp4,neutral_2,neutral_2_5,156097.936258,171222.185344,624.391745032,684.888741376,60.49699634399997,250.0,1459.652,matched,,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.set,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.fdt,sub-mit111/eeg/sub-mit111_task-emotion_events.tsv,sub-mit111/beh/sub-mit111_task-Emotion_beh.tsv,4.75,2.9,3.96,2.0,2.0,1.0,{},,,
sub-mit111,6.0,6.0,9.m4v,9,9_6,176943.93564,192072.434351,707.77574256,768.289737404,60.51399484399997,250.0,1459.652,matched,,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.set,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.fdt,sub-mit111/eeg/sub-mit111_task-emotion_events.tsv,sub-mit111/beh/sub-mit111_task-Emotion_beh.tsv,7.03,7.08,5.08,4.0,5.0,2.03,"{'1': [u'Excited: Very enthusiastic and eager', u'', u'', u'', ''], '0': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', '']}",HVHA,"['very much', 'very much']","[24.656985998153687, 50.63235402107239]"
sub-mit111,7.0,7.0,16.mp4,16,16_7,211866.935715,226991.184801,847.46774286,907.964739204,60.49699634399997,250.0,1459.652,matched,,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.set,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.fdt,sub-mit111/eeg/sub-mit111_task-emotion_events.tsv,sub-mit111/beh/sub-mit111_task-Emotion_beh.tsv,1.0,6.93,8.88,1.0,4.0,1.49,"{'1': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '0': [u'', u'', u'Depressed: in a state of unhappiness or despondency', u'', '']}",HVHA,"['quit a bit', 'quit a bit']","[30.045675039291382, 49.00959086418152]"
sub-mit111,8.0,8.0,27.mp4,27,27_8,246305.936202,261430.185288,985.223744808,1045.720741152,60.49699634400008,250.0,1459.652,matched,,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.set,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.fdt,sub-mit111/eeg/sub-mit111_task-emotion_events.tsv,sub-mit111/beh/sub-mit111_task-Emotion_beh.tsv,1.8,1.91,4.88,1.0,1.0,1.01,{},,,
sub-mit111,9.0,9.0,1.mp4,1,1_9,267681.936733,282806.434762,1070.727746932,1131.225739048,60.49799211599998,250.0,1459.652,matched,,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.set,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.fdt,sub-mit111/eeg/sub-mit111_task-emotion_events.tsv,sub-mit111/beh/sub-mit111_task-Emotion_beh.tsv,2.07,6.22,6.02,3.0,5.0,1.86,"{'0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,['moderately'],[34.38740015029907]
sub-mit111,10.0,10.0,15.mp4,15,15_10,294328.935631,309453.436173,1177.315742524,1237.813744692,60.498002168000085,250.0,1459.652,matched,,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.set,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.fdt,sub-mit111/eeg/sub-mit111_task-emotion_events.tsv,sub-mit111/beh/sub-mit111_task-Emotion_beh.tsv,1.2,6.45,5.37,1.0,1.0,1.12,"{'1': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '0': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '2': [u'', u'Hate: Have a strong aversion to (something)', u'', u'', '']}",HVHA,"['quit a bit', 'moderately', 'moderately']","[39.51304793357849, 48.29393196105957, 56.80773878097534]"
sub-mit111,11.0,11.0,7.mp4,7,7_11,327073.434647,342202.184815,1308.293738588,1368.80873926,60.51500067200004,250.0,1459.652,matched,,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.set,sub-mit111/eeg/sub-mit111_task-Emotion_eeg.fdt,sub-mit111/eeg/sub-mit111_task-emotion_events.tsv,sub-mit111/beh/sub-mit111_task-Emotion_beh.tsv,1.0,3.26,5.95,1.0,1.0,1.19,"{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', '']}",HVHA,"['quit a bit', 'a little']","[38.61370587348938, 41.85221791267395]"
sub-mit113,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,85631.649289,100755.898375,342.526597156,403.0235935,60.496996344000024,250.0,2148.408,matched,,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.set,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.fdt,sub-mit113/eeg/sub-mit113_task-emotion_events.tsv,sub-mit113/beh/sub-mit113_task-Emotion_beh.tsv,5.0,1.03,1.0,3.0,1.0,1.0,{},,,
sub-mit113,2.0,2.0,3.mp4,3,3_2,108530.898951,123655.399494,434.123595804,494.621597976,60.498002171999985,250.0,2148.408,matched,,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.set,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.fdt,sub-mit113/eeg/sub-mit113_task-emotion_events.tsv,sub-mit113/beh/sub-mit113_task-Emotion_beh.tsv,7.04,1.0,1.0,4.0,1.0,3.01,"{'0': [u'Amused: Finding something funny or entertaining.', u'No Emotion From List', u'No Emotion From List', u'No Emotion From List', u'']}",HVHA,['not at all'],[46.0075159072876]
sub-mit113,3.0,3.0,28.mp4,28,28_3,180814.146996,195938.647538,723.256587984,783.754590152,60.49800216799997,250.0,2148.408,matched,,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.set,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.fdt,sub-mit113/eeg/sub-mit113_task-emotion_events.tsv,sub-mit113/beh/sub-mit113_task-Emotion_beh.tsv,4.96,3.03,1.01,2.0,1.0,1.02,{},,,
sub-mit113,4.0,4.0,8.m4v,8,8_4,207719.897758,222848.647926,830.879591032,891.394591704,60.51500067200004,250.0,2148.408,matched,,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.set,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.fdt,sub-mit113/eeg/sub-mit113_task-emotion_events.tsv,sub-mit113/beh/sub-mit113_task-Emotion_beh.tsv,7.06,4.0,2.94,3.0,2.0,4.02,{},,,
sub-mit113,5.0,5.0,2.m4v,2,2_5,235051.647015,250180.14824,940.20658806,1000.7205929600001,60.514004900000145,250.0,2148.408,matched,,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.set,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.fdt,sub-mit113/eeg/sub-mit113_task-emotion_events.tsv,sub-mit113/beh/sub-mit113_task-Emotion_beh.tsv,1.97,7.03,4.96,3.0,3.0,1.03,"{'0': [u'No Emotion From List', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'No Emotion From List', u'No Emotion From List', '']}",HVHA,['not at all'],[22.036402940750122]
sub-mit113,6.0,6.0,7.mp4,7,7_6,293394.410825,308518.911368,1173.5776433,1234.075645472,60.498002171999815,250.0,2148.408,matched,,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.set,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.fdt,sub-mit113/eeg/sub-mit113_task-emotion_events.tsv,sub-mit113/beh/sub-mit113_task-Emotion_beh.tsv,3.01,7.03,2.96,5.0,2.0,1.0,"{'0': [u'No Emotion From List', u'Startled: Feeling or showing sudden shock or alarm.', u'No Emotion From List', u'No Emotion From List', '']}",HVHA,['not at all'],[54.05201601982117]
sub-mit113,7.0,7.0,neutral_2.mp4,neutral_2,neutral_2_7,353645.660664,368770.161207,1414.5826426560002,1475.080644828,60.498002171999815,250.0,2148.408,matched,,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.set,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.fdt,sub-mit113/eeg/sub-mit113_task-emotion_events.tsv,sub-mit113/beh/sub-mit113_task-Emotion_beh.tsv,5.02,1.0,1.0,2.0,1.0,1.0,{},,,
sub-mit113,8.0,8.0,15.mp4,15,15_8,374884.16194,390008.659969,1499.53664776,1560.0346398759998,60.49799211599975,250.0,2148.408,matched,,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.set,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.fdt,sub-mit113/eeg/sub-mit113_task-emotion_events.tsv,sub-mit113/beh/sub-mit113_task-Emotion_beh.tsv,9.0,7.04,5.04,5.0,4.0,1.0,"{'0': [u'Triumphant: Feeling or expressing jubilation after a victory or achievement', u'No Emotion From List', u'No Emotion From List', u'No Emotion From List', '']}",HVHA,['moderately'],[38.92889904975891]
sub-mit113,9.0,9.0,16.mp4,16,16_9,432681.660755,447805.909841,1730.72664302,1791.2236393639998,60.496996343999854,250.0,2148.408,matched,,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.set,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.fdt,sub-mit113/eeg/sub-mit113_task-emotion_events.tsv,sub-mit113/beh/sub-mit113_task-Emotion_beh.tsv,1.06,8.99,7.04,3.0,2.0,1.02,"{'0': [u'No Emotion From List', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'No Emotion From List', u'No Emotion From List', '']}",HVHA,['very much'],[7.077406883239746]
sub-mit113,10.0,10.0,13.m4v,13,13_10,471389.66092,486514.161463,1885.55864368,1946.056645852,60.49800217200004,250.0,2148.408,matched,,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.set,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.fdt,sub-mit113/eeg/sub-mit113_task-emotion_events.tsv,sub-mit113/beh/sub-mit113_task-Emotion_beh.tsv,6.99,2.99,1.0,5.0,3.0,1.0,"{'0': [u'Happy: Feeling or showing pleasure or contentment', u'No Emotion From List', u'No Emotion From List', u'No Emotion From List', '']}",HVHA,['moderately'],[20.227111101150513]
sub-mit113,11.0,11.0,27.mp4,27,27_11,505206.659651,520335.409819,2020.826638604,2081.341639276,60.51500067200004,250.0,2148.408,matched,,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.set,sub-mit113/eeg/sub-mit113_task-Emotion_eeg.fdt,sub-mit113/eeg/sub-mit113_task-emotion_events.tsv,sub-mit113/beh/sub-mit113_task-Emotion_beh.tsv,1.05,1.05,1.01,4.0,2.0,1.04,"{'0': [u'No Emotion From List', u'No Emotion From List', u'Depressed: in a state of unhappiness or despondency', u'No Emotion From List', '']}",HVHA,['quit a bit'],[45.97548985481262]
sub-mit114,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,35459.725186,50584.225729,141.838900744,202.33690291599999,60.498002171999985,250.0,2441.496,matched,,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.set,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.fdt,sub-mit114/eeg/sub-mit114_task-emotion_events.tsv,sub-mit114/beh/sub-mit114_task-Emotion_beh.tsv,8.01,4.98,8.07,4.0,1.0,1.7,"{'1': [u'', u'', u'Taken Aback: Shock or surprise someone.', u'', ''], '0': [u'', u'', u'', u'Hopeful: Feeling or inspiring optimism about a future event.', ''], '3': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '2': [u'', u'', u'No Emotion From List', u'', '']}",HVHA,"['not at all', 'not at all', 'not at all', 'not at all']","[4.865160226821899, 10.10700011253357, 23.528295278549194, 28.185853242874146]"
sub-mit114,2.0,2.0,7.mp4,7,7_2,105702.225398,120826.725941,422.808901592,483.30690376399997,60.498002171999985,250.0,2441.496,matched,,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.set,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.fdt,sub-mit114/eeg/sub-mit114_task-emotion_events.tsv,sub-mit114/beh/sub-mit114_task-Emotion_beh.tsv,8.03,8.63,7.99,4.0,4.0,5.0,"{'1': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''],  '3': [u'Excited: Very enthusiastic and eager', u'', u'', u'', ''], '2': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', '']}",HVHA,"['not at all', 'not at all', 'not at all', 'not at all', 'not at all']","[7.85991096496582, 10.464047908782959, 19.29499101638794, 51.98112201690674, 55.403204917907715]"
sub-mit114,3.0,3.0,12.m4v,12,12_3,163374.475949,178498.725034,653.4979037960001,713.994900136,60.496996339999896,250.0,2441.496,matched,,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.set,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.fdt,sub-mit114/eeg/sub-mit114_task-emotion_events.tsv,sub-mit114/beh/sub-mit114_task-Emotion_beh.tsv,9.0,9.0,9.0,4.0,5.0,4.03,"{'1': [u'Joyous: Full of happiness and joy', u'', u'', u'', ''], '0': [u'Joyous: Full of happiness and joy', u'', u'', u'', ''], '2': [u'Joyous: Full of happiness and joy', u'', u'', u'', '']}",HVHA,"['not at all', 'not at all', 'not at all']","[1.4400849342346191, 6.2308549880981445, 21.32205295562744]"
sub-mit114,4.0,4.0,15.mp4,15,15_4,196097.975783,211222.473811,784.391903132,844.8898952440001,60.49799211200002,250.0,2441.496,matched,,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.set,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.fdt,sub-mit114/eeg/sub-mit114_task-emotion_events.tsv,sub-mit114/beh/sub-mit114_task-Emotion_beh.tsv,1.0,9.0,8.09,1.0,5.0,5.0,"{'1': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '0': [u'', u'Distress: Suffering from extreme anxiety, sorrow, or pain', u'', u'', ''], '3': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '5': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '4': [u'', u'', u'', u'Compassionate: Feeling or showing sympathy and concern for others.', ''], '6': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', '']}",HVHA,"['not at all', 'not at all', 'not at all', 'not at all', 'not at all', 'not at all', 'not at all']","[5.892118215560913, 12.819676160812378, 21.70080018043518, 23.52027916908264, 42.133788108825684, 49.64582920074463, 50.981311082839966]"
sub-mit114,5.0,5.0,24.mp4,24,24_5,256728.973612,271857.474837,1026.915894448,1087.4298993480002,60.514004900000145,250.0,2441.496,matched,,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.set,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.fdt,sub-mit114/eeg/sub-mit114_task-emotion_events.tsv,sub-mit114/beh/sub-mit114_task-Emotion_beh.tsv,1.0,9.0,8.47,1.0,5.0,5.0,"{'1': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '0': [u'', u'', u'', u'Love: An intense feeling of deep affection.', ''], '3': [u'', u'Hate: Have a strong aversion to (something)', u'', u'', ''], '2': [u'', u'Distress: Suffering from extreme anxiety, sorrow, or pain', u'', u'', '']}",HVHA,"['not at all', 'not at all', 'not at all', 'not at all']","[4.776043891906738, 25.843254804611206, 31.001587867736816, 39.78232288360596]"
sub-mit114,6.0,6.0,17.mp4,17,17_6,309212.414641,324336.915184,1236.849658564,1297.3476607359999,60.498002171999815,250.0,2441.496,matched,,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.set,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.fdt,sub-mit114/eeg/sub-mit114_task-emotion_events.tsv,sub-mit114/beh/sub-mit114_task-Emotion_beh.tsv,5.0,6.54,8.72,3.0,4.0,3.99,"{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'Tense: Become tense, typically through anxiety or nervousness', u'', u'', '']}",HVHA,"['not at all', 'not at all', 'quit a bit', 'very much']","[8.785959005355835, 23.25925087928772, 33.45905303955078, 51.053972005844116]"
sub-mit114,7.0,7.0,16.mp4,16,16_7,364196.915738,379321.413767,1456.7876629520001,1517.285655068,60.49799211599998,250.0,2441.496,matched,,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.set,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.fdt,sub-mit114/eeg/sub-mit114_task-emotion_events.tsv,sub-mit114/beh/sub-mit114_task-Emotion_beh.tsv,1.0,8.01,8.9,1.0,5.0,5.0,"{'1': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '0': [u'', u'', u'Dissatisfied: Not content or happy with something.', u'', ''], '3': [u'', u'Frustrated: Feeling or expressing distress and annoyance resulting from an inability \nto change or achieve somethin', u'', u'', ''], '2': [u'', u'Hate: Have a strong aversion to (something)', u'', u'', ''], '5': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '4': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '6': [u'', u'Frustrated: Feeling or expressing distress and annoyance resulting from an inability \nto change or achieve somethin', u'', u'', '']}",HVHA,"['not at all', 'not at all', 'not at all', 'not at all', 'not at all', 'not at all', 'not at all']","[8.558677911758423, 23.165536880493164, 29.943142890930176, 31.762739896774292, 45.134729862213135, 54.01527404785156, 55.98515200614929]"
sub-mit114,8.0,8.0,4.mp4,4,4_8,420170.415193,435294.915736,1680.681660772,1741.179662944,60.49800217200004,250.0,2441.496,matched,,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.set,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.fdt,sub-mit114/eeg/sub-mit114_task-emotion_events.tsv,sub-mit114/beh/sub-mit114_task-Emotion_beh.tsv,1.0,9.0,1.0,1.0,4.0,5.0,"{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '3': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '2': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '4': [u'', u'', u'No Emotion From List', u'', '']}",HVHA,"['not at all', 'not at all', 'not at all', 'not at all', 'not at all', 'not at all']","[8.001121044158936, 19.48638105392456, 26.9149010181427, 35.89610290527344, 52.706552028656006, 58.032140016555786]"
sub-mit114,9.0,9.0,neutral_2.mp4,neutral_2,neutral_2_9,466065.413691,481193.914916,1864.261654764,1924.775659664,60.51400489999992,250.0,2441.496,matched,,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.set,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.fdt,sub-mit114/eeg/sub-mit114_task-emotion_events.tsv,sub-mit114/beh/sub-mit114_task-Emotion_beh.tsv,5.0,1.0,4.98,3.0,3.0,2.98,{},HVHA,['not at all'],[9.701374769210815]
sub-mit114,10.0,10.0,1.mp4,1,1_10,501401.414443,516525.914986,2005.6056577719999,2066.103659944,60.49800217200004,250.0,2441.496,matched,,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.set,sub-mit114/eeg/sub-mit114_task-Emotion_eeg.fdt,sub-mit114/eeg/sub-mit114_task-emotion_events.tsv,sub-mit114/beh/sub-mit114_task-Emotion_beh.tsv,5.98,9.0,9.0,4.0,4.0,5.0,"{'1': [u'', u'', u'Dissatisfied: Not content or happy with something.', u'', ''], '3': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '2': [u'Amused: Finding something funny or entertaining.', u'', u'', u'', ''], '5': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', ''], '4': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', '']}",HVHA,"['not at all', 'not at all', 'not at all', 'not at all', 'not at all', 'not at all']","[11.434546947479248, 16.70994997024536, 26.659056901931763, 34.05436587333679, 47.20889496803284, 49.46249294281006]"
